ID;pris;km;year;hk;kml;kmt;Groen ejerudgift;model navn;region;Koeb eller leasing;annonce;links;type
4672507;274900.0;43000.0;2017.0;150.0;18.5;8.9;1280.0;VW Touran 1,4 TSi 150 Comfortline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-dsg-7prs-5d/4672507;TSi
4614074;339900.0;13000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 Highline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-highline-dsg-7prs-5d/4614074;TSi
4545924;309900.0;35000.0;2018.0;150.0;18.5;8.9;1280.0;VW Touran 1,4 TSi 150 R-line DSG 7prs 5d;Koebenhavn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-r-line-dsg-7prs-5d/4545924;TSi
4663449;199900.0;179000.0;2016.0;150.0;21.3;9.3;3880.0;VW Touran 2,0 TDi 150 Comfortline DSG 7prs 5d;Koebenhavn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-comfortline-dsg-7prs-5d/4663449;TDi
4551394;89900.0;343000.0;2011.0;105.0;21.7;12.8;3880.0;VW Touran 1,6 TDi 105 Highline BMT 7prs 5d;Koebenhavn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-105-highline-bmt-7prs-5d/4551394;TDi
4597345;259990.0;69000.0;2016.0;150.0;18.5;8.9;1280.0;VW Touran 1,4 TSi 150 Comfortline DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-dsg-7prs-5d/4597345;TSi
4663300;194900.0;71000.0;2016.0;110.0;18.5;11.3;1280.0;VW Touran 1,2 TSi 110 Comfortline 7prs 5d;Koebenhavn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/12-tsi-110-comfortline-7prs-5d/4663300;TSi
4505994;248900.0;134000.0;2016.0;150.0;21.3;9.3;3880.0;VW Touran 2,0 TDi 150 Highline DSG 7prs 5d;Syd- og Vestsjaelland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-highline-dsg-7prs-5d/4505994;TDi
4683064;329900.0;2000.0;2020.0;115.0;22.9;11.3;3520.0;VW Touran 2,0 TDi 115 Comfortline DSG 7prs 5d;Vestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-115-comfortline-dsg-7prs-5d/4683064;TDi
4630369;64900.0;249000.0;2009.0;105.0;17.0;13.2;6380.0;VW Touran 1,9 TDi 105 Trendline 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/19-tdi-105-trendline-5d/4630369;TDi
4677423;79900.0;244000.0;2009.0;105.0;17.0;13.2;6380.0;VW Touran 1,9 TDi 105 Highline 7prs 5d;Koebenhavn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/19-tdi-105-highline-7prs-5d/4677423;TDi
4677276;249900.0;56000.0;2018.0;115.0;21.7;11.4;3880.0;VW Touran 1,6 TDi 115 Comfortline 7prs 5d;Koebenhavn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-comfortline-7prs-5d/4677276;TDi
4695876;304900.0;42000.0;2019.0;115.0;23.8;11.9;3520.0;VW Touran 1,6 TDi 115 IQ.Drive DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-iqdrive-dsg-7prs-5d/4695876;TDi
4564289;299900.0;5000.0;2018.0;150.0;17.5;8.9;2380.0;VW Touran 1,4 TSi 150 Comfortline 7prs 5d;Koebenhavn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-7prs-5d/4564289;TSi
4629792;259900.0;48000.0;2017.0;150.0;18.5;8.9;1280.0;VW Touran 1,4 TSi 150 Comfortline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-dsg-7prs-5d/4629792;TSi
4596471;54900.0;219000.0;2006.0;105.0;16.8;13.2;6380.0;VW Touran 1,9 TDi 105 Trendline 7prs 5d;Koebenhavn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/19-tdi-105-trendline-7prs-5d/4596471;TDi
4666961;219800.0;101000.0;2016.0;110.0;22.7;11.9;3020.0;VW Touran 1,6 TDi 110 Comfortline 7prs 5d;Vestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-110-comfortline-7prs-5d/4666961;TDi
4573157;319900.0;14000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 Comfortline DSG 7prs 5d;Oestjylland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-comfortline-dsg-7prs-5d/4573157;TSi
4648011;389900.0;24000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 Highline DSG 7prs 5d;Oestjylland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-highline-dsg-7prs-5d/4648011;TSi
4683518;329900.0;2000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 Comfortline DSG 7prs 5d;Oestjylland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-comfortline-dsg-7prs-5d/4683518;TSi
4584532;349900.0;9000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 Highline DSG 7prs 5d;Fyn;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-highline-dsg-7prs-5d/4584532;TSi
4597728;429900.0;6000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 Highline DSG 7prs 5d;Koebenhavn;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-highline-dsg-7prs-5d/4597728;TSi
4655847;354900.0;12000.0;2020.0;150.0;22.4;9.3;4380.0;VW Touran 2,0 TDi 150 IQ.Drive DSG 7prs 5d;Koebenhavn;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-iqdrive-dsg-7prs-5d/4655847;TDi
4612868;324900.0;11000.0;2019.0;150.0;17.9;8.9;2380.0;VW Touran 1,5 TSi 150 Comfortline DSG 7prs 5d;Nordsjaelland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-comfortline-dsg-7prs-5d/4612868;TSi
4611887;259900.0;90000.0;2017.0;115.0;23.3;11.9;3020.0;VW Touran 1,6 TDi 115 Comfortline DSG 7prs 5d;Syd- og Vestsjaelland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-comfortline-dsg-7prs-5d/4611887;TDi
4645986;149900.0;155000.0;2012.0;140.0;19.2;9.9;4680.0;VW Touran 2,0 TDi 140 Highline DSG BMT 7prs 5d;Syd- og Vestsjaelland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-140-highline-dsg-bmt-7prs-5d/4645986;TDi
4481418;99800.0;225000.0;2009.0;90.0;16.7;14.9;7380.0;VW Touran 1,9 TDi 90 Conceptline 7prs 5d;Syd- og Vestsjaelland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/19-tdi-90-conceptline-7prs-5d/4481418;TDi
4646485;314700.0;39000.0;2018.0;150.0;18.5;8.9;1780.0;VW Touran 1,4 TSi 150 Comfortline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-dsg-7prs-5d/4646485;TSi
4679391;369900.0;4000.0;2020.0;150.0;20.0;8.9;1160.0;VW Touran 1,5 TSi 150 Highline DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-highline-dsg-7prs-5d/4679391;TSi
4594895;249900.0;94000.0;2017.0;115.0;23.3;11.9;3020.0;VW Touran 1,6 TDi 115 Comfortline DSG 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-comfortline-dsg-5d/4594895;TDi
4675916;279900.0;57000.0;2016.0;115.0;23.3;11.9;3020.0;VW Touran 1,6 TDi 115 Highline DSG 7prs 5d;Vestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-highline-dsg-7prs-5d/4675916;TDi
4627913;289900.0;36000.0;2019.0;115.0;26.2;11.9;3260.0;VW Touran 1,6 TDi 115 Comfortline DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-comfortline-dsg-7prs-5d/4627913;TDi
4675743;399900.0;62000.0;2018.0;190.0;20.8;8.2;4380.0;VW Touran 2,0 TDi 190 R-line DSG 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-190-r-line-dsg-5d/4675743;TDi
4644299;289900.0;83000.0;2017.0;150.0;21.3;9.3;3880.0;VW Touran 2,0 TDi 150 Highline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-highline-dsg-7prs-5d/4644299;TDi
4555413;249900.0;71000.0;2017.0;115.0;23.3;11.9;3020.0;VW Touran 1,6 TDi 115 Comfortline DSG 7prs 5d;Fyn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-comfortline-dsg-7prs-5d/4555413;TDi
4644167;269900.0;84000.0;2017.0;150.0;18.5;8.9;1280.0;VW Touran 1,4 TSi 150 Comfortline DSG 7prs 5d;Koebenhavn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-dsg-7prs-5d/4644167;TSi
4585511;273980.0;47000.0;2018.0;150.0;17.5;8.9;2380.0;VW Touran 1,4 TSi 150 Comfortline 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-7prs-5d/4585511;TSi
4682747;225000.0;83000.0;2017.0;150.0;18.5;8.9;1280.0;VW Touran 1,4 TSi 150 Comfortline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-dsg-7prs-5d/4682747;TSi
4595626;49900.0;195000.0;2006.0;140.0;16.7;10.6;6380.0;VW Touran 2,0 TDi 140 Highline 7prs 5d;Koebenhavn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-140-highline-7prs-5d/4595626;TDi
4643862;259895.0;48000.0;2018.0;150.0;17.5;8.9;1880.0;VW Touran 1,4 TSi 150 Comfortline 7prs 5d;Koebenhavn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-7prs-5d/4643862;TSi
4660334;319800.0;25000.0;2018.0;150.0;18.5;8.9;1780.0;VW Touran 1,4 TSi 150 Highline DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-highline-dsg-7prs-5d/4660334;TSi
4692252;99900.0;230000.0;2014.0;105.0;21.7;12.8;3880.0;VW Touran 1,6 TDi 105 Comfortline BMT 7prs 5d;Koebenhavn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-105-comfortline-bmt-7prs-5d/4692252;TDi
4593877;289700.0;31000.0;2019.0;115.0;26.2;11.9;3260.0;VW Touran 1,6 TDi 115 Comfort Connect DSG 7p 5d;Nordjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-comfort-connect-dsg-7p-5d/4593877;TDi
4660215;349900.0;10000.0;2020.0;150.0;20.0;8.9;1160.0;VW Touran 1,5 TSi 150 Highline DSG 7prs 5d;Vestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-highline-dsg-7prs-5d/4660215;TSi
4526219;259800.0;59000.0;2017.0;150.0;18.5;8.9;1280.0;VW Touran 1,4 TSi 150 Comfortline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-dsg-7prs-5d/4526219;TSi
4642707;248980.0;25000.0;2018.0;110.0;18.2;11.3;1780.0;VW Touran 1,2 TSi 110 Trendline 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/12-tsi-110-trendline-7prs-5d/4642707;TSi
4697445;19995.0;371000.0;2003.0;100.0;16.8;13.5;7380.0;VW Touran 1,9 TDi 100 Highline 5d;Koebenhavn;Koeb;discount;www.bilbasen.dk/brugt/bil/vw/touran/19-tdi-100-highline-5d/4697445;TDi
4697350;49000.0;490.0;2010.0;105.0;17.9;13.2;5540.0;VW Touran 1,9 TDi 105 Freestyle DSG 5d;Nordjylland;Koeb;discount;www.bilbasen.dk/brugt/bil/vw/touran/19-tdi-105-freestyle-dsg-5d/4697350;TDi
4682633;240000.0;56000.0;2017.0;150.0;18.5;8.9;1280.0;VW Touran 1,4 TSi 150 Trendline DSG 7prs 5d;Nordjylland;Koeb;discount;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-trendline-dsg-7prs-5d/4682633;TSi
4696956;197800.0;205000.0;2016.0;150.0;21.3;9.3;3880.0;VW Touran 2,0 TDi 150 Highline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;discount;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-highline-dsg-7prs-5d/4696956;TDi
4696892;249800.0;58000.0;2017.0;150.0;17.5;8.9;1880.0;VW Touran 1,4 TSi 150 Comfortline 7prs 5d;Syd- og Soenderjylland;Koeb;discount;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-7prs-5d/4696892;TSi
4677047;299950.0;50000.0;2018.0;150.0;18.5;8.9;1780.0;VW Touran 1,4 TSi 150 Highline DSG 7prs 5d;Koebenhavn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-highline-dsg-7prs-5d/4677047;TSi
4576687;254254.0;72000.0;2017.0;150.0;17.5;8.9;1880.0;VW Touran 1,4 TSi 150 Comfortline 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-7prs-5d/4576687;TSi
4643911;154900.0;187000.0;2014.0;105.0;21.7;12.8;3880.0;VW Touran 1,6 TDi 105 Comfortline DSG BMT 7p 5d;Syd- og Vestsjaelland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-105-comfortline-dsg-bmt-7p-5d/4643911;TDi
4674284;354900.0;11000.0;2020.0;150.0;22.4;9.3;4380.0;VW Touran 2,0 TDi 150 IQ.Drive DSG 7prs 5d;Vestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-iqdrive-dsg-7prs-5d/4674284;TDi
4659457;237900.0;63000.0;2017.0;150.0;17.5;8.9;1880.0;VW Touran 1,4 TSi 150 Comfortline 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-7prs-5d/4659457;TSi
4674188;364900.0;8000.0;2020.0;150.0;20.0;8.9;1160.0;VW Touran 1,5 TSi 150 Highline DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-highline-dsg-7prs-5d/4674188;TSi
4422194;399900.0;15000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 R-line DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-r-line-dsg-7prs-5d/4422194;TSi
4525480;259900.0;110000.0;2017.0;115.0;23.3;11.9;3020.0;VW Touran 1,6 TDi 115 Comfortline DSG 7prs 5d;Fyn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-comfortline-dsg-7prs-5d/4525480;TDi
4612559;234980.0;98000.0;2016.0;150.0;18.5;8.9;1280.0;VW Touran 1,4 TSi 150 Trendline DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-trendline-dsg-7prs-5d/4612559;TSi
4627473;379900.0;29000.0;2017.0;150.0;21.3;9.3;4380.0;VW Touran 2,0 TDi 150 R-line DSG 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-r-line-dsg-5d/4627473;TDi
4509279;64900.0;209000.0;2007.0;90.0;16.7;14.9;7380.0;VW Touran 1,9 TDi 90 Conceptline 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/19-tdi-90-conceptline-5d/4509279;TDi
4429665;284800.0;68000.0;2017.0;150.0;17.5;8.9;1880.0;VW Touran 1,4 TSi 150 Highline 7prs 5d;Nordjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-highline-7prs-5d/4429665;TSi
4642048;329800.0;99000.0;2016.0;190.0;21.3;8.2;3880.0;VW Touran 2,0 TDi 190 Highline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-190-highline-dsg-7prs-5d/4642048;TDi
4642038;174900.0;118000.0;2012.0;140.0;15.2;9.5;3140.0;VW Touran 1,4 TSi 140 Highline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-140-highline-dsg-7prs-5d/4642038;TSi
4592413;281000.0;39000.0;2019.0;115.0;23.8;11.9;3520.0;VW Touran 1,6 TDi 115 Comfort Connect DSG 7p 5d;Koebenhavn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-comfort-connect-dsg-7p-5d/4592413;TDi
4429406;334800.0;36000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 Comfortline DSG 7prs 5d;Fyn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-comfortline-dsg-7prs-5d/4429406;TSi
4658604;299900.0;46000.0;2017.0;150.0;21.7;9.3;4380.0;VW Touran 2,0 TDi 150 Sound 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-sound-7prs-5d/4658604;TDi
4658549;279800.0;104000.0;2016.0;150.0;21.3;9.3;3880.0;VW Touran 2,0 TDi 150 R-line DSG 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-r-line-dsg-5d/4658549;TDi
4608804;349900.0;10000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 Comfortline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-comfortline-dsg-7prs-5d/4608804;TSi
4645547;369980.0;40000.0;2018.0;150.0;21.3;9.3;4380.0;VW Touran 2,0 TDi 150 R-line DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-r-line-dsg-7prs-5d/4645547;TDi
4696824;15900.0;382000.0;2003.0;136.0;16.6;10.6;7380.0;VW Touran 2,0 TDi 136 Trendline 5d;Vestjylland;Koeb;discount;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-136-trendline-5d/4696824;TDi
4696654;109900.0;124000.0;2010.0;140.0;14.7;9.5;3140.0;VW Touran 1,4 TSi 140 Comfortline 5d;Syd- og Soenderjylland;Koeb;discount;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-140-comfortline-5d/4696654;TSi
4696614;159800.0;146000.0;2011.0;105.0;21.7;12.8;3880.0;VW Touran 1,6 TDi 105 Highline DSG BMT 5d;Syd- og Soenderjylland;Koeb;discount;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-105-highline-dsg-bmt-5d/4696614;TDi
4696515;69800.0;303000.0;2009.0;140.0;17.5;10.6;6540.0;VW Touran Cross 2,0 TDi 140 DSG 5d;Syd- og Vestsjaelland;Koeb;discount;www.bilbasen.dk/brugt/bil/vw/touran-cross/20-tdi-140-dsg-5d/4696515;TDi
4696440;324900.0;19000.0;2018.0;150.0;18.5;8.9;1780.0;VW Touran 1,4 TSi 150 Highline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;discount;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-highline-dsg-7prs-5d/4696440;TSi
4696427;219900.0;145000.0;2016.0;110.0;23.3;11.9;3020.0;VW Touran 1,6 TDi 110 Comfortline DSG 7prs 5d;Oestjylland;Koeb;discount;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-110-comfortline-dsg-7prs-5d/4696427;TDi
4696388;119900.0;238000.0;2011.0;140.0;20.8;9.9;3880.0;VW Touran 2,0 TDi 140 Comfortline BMT 7prs 5d;Syd- og Soenderjylland;Koeb;discount;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-140-comfortline-bmt-7prs-5d/4696388;TDi
4696235;124500.0;252000.0;2014.0;140.0;19.2;9.9;4680.0;VW Touran 2,0 TDi 140 Highline DSG BMT 7prs 5d;Oestjylland;Koeb;discount;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-140-highline-dsg-bmt-7prs-5d/4696235;TDi
4696181;264900.0;49000.0;2018.0;115.0;22.7;11.4;3520.0;VW Touran 1,6 TDi 115 Comfortline DSG 7prs 5d;Nordjylland;Koeb;discount;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-comfortline-dsg-7prs-5d/4696181;TDi
4608694;284900.0;23000.0;2017.0;150.0;18.5;8.9;1280.0;VW Touran 1,4 TSi 150 Comfortline DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-dsg-7prs-5d/4608694;TSi
4608597;69900.0;181000.0;2007.0;105.0;17.0;13.2;6380.0;VW Touran 1,9 TDi 105 Trendline 7prs 5d;Koebenhavn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/19-tdi-105-trendline-7prs-5d/4608597;TDi
4695394;279800.0;43000.0;2017.0;150.0;18.5;8.9;1280.0;VW Touran 1,4 TSi 150 Highline DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-highline-dsg-7prs-5d/4695394;TSi
4641448;274800.0;43000.0;2017.0;150.0;18.5;8.9;1280.0;VW Touran 1,4 TSi 150 Comfortline DSG 7prs 5d;Syd- og Vestsjaelland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-dsg-7prs-5d/4641448;TSi
4695324;297900.0;24000.0;2018.0;150.0;18.5;8.9;1780.0;VW Touran 1,4 TSi 150 Comfortline DSG 7prs 5d;Koebenhavn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-dsg-7prs-5d/4695324;TSi
4673050;244800.0;122000.0;2017.0;150.0;21.7;9.3;3880.0;VW Touran 2,0 TDi 150 Highline 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-highline-7prs-5d/4673050;TDi
4672811;269900.0;36000.0;2017.0;150.0;18.5;8.9;1280.0;VW Touran 1,4 TSi 150 Comfortline DSG 7prs 5d;Fyn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-dsg-7prs-5d/4672811;TSi
4674768;309900.0;45000.0;2019.0;115.0;26.2;11.9;3260.0;VW Touran 1,6 TDi 115 IQ.Drive DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-iqdrive-dsg-7prs-5d/4674768;TDi
4445137;389800.0;11000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 R-line DSG 7prs 5d;Vestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-r-line-dsg-7prs-5d/4445137;TSi
4672717;399900.0;40000.0;2017.0;190.0;19.2;8.2;5180.0;VW Touran 2,0 TDi 190 R-line DSG 7prs 5d;Syd- og Vestsjaelland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-190-r-line-dsg-7prs-5d/4672717;TDi
4695872;54990.0;250000.0;2008.0;140.0;16.4;10.6;6380.0;VW Touran 2,0 TDi 140 United 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-140-united-7prs-5d/4695872;TDi
4635368;105000.0;25000.0;2011.0;140.0;20.8;9.9;3880.0;VW Touran 2,0 TDi 140 Comfortline BMT 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-140-comfortline-bmt-7prs-5d/4635368;TDi
4656130;324900.0;8000.0;2020.0;150.0;20.0;8.9;1160.0;VW Touran 1,5 TSi 150 Comfortline DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-comfortline-dsg-7prs-5d/4656130;TSi
4694660;389900.0;8000.0;2020.0;150.0;22.4;9.3;4380.0;VW Touran 2,0 TDi 150 IQ.Drive DSG 7prs 5d;Vestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-iqdrive-dsg-7prs-5d/4694660;TDi
4641005;349900.0;20000.0;2020.0;150.0;22.4;9.3;4380.0;VW Touran 2,0 TDi 150 IQ.Drive DSG 7prs 5d;Fyn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-iqdrive-dsg-7prs-5d/4641005;TDi
4694457;199900.0;106000.0;2016.0;150.0;22.7;9.3;3020.0;VW Touran 2,0 TDi 150 Comfortline 7prs 5d;Koebenhavn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-comfortline-7prs-5d/4694457;TDi
4694407;259900.0;67000.0;2017.0;150.0;18.5;8.9;1280.0;VW Touran 1,4 TSi 150 Comfortline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-dsg-7prs-5d/4694407;TSi
4694399;319800.0;9000.0;2020.0;150.0;20.0;8.9;1160.0;VW Touran 1,5 TSi 150 Comfortline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-comfortline-dsg-7prs-5d/4694399;TSi
4657739;246800.0;84000.0;2017.0;115.0;23.3;11.9;3020.0;VW Touran 1,6 TDi 115 Comfortline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-comfortline-dsg-7prs-5d/4657739;TDi
4695369;32000.0;246000.0;2004.0;105.0;16.8;13.2;6380.0;VW Touran 1,9 TDi 105 Trendline 7prs 5d;Syd- og Soenderjylland;Koeb;discount;www.bilbasen.dk/brugt/bil/vw/touran/19-tdi-105-trendline-7prs-5d/4695369;TDi
4695168;14900.0;348000.0;2004.0;100.0;16.8;13.5;7380.0;VW Touran 1,9 TDi 100 Trendline 5d;Syd- og Soenderjylland;Koeb;discount;www.bilbasen.dk/brugt/bil/vw/touran/19-tdi-100-trendline-5d/4695168;TDi
