ID;pris;km;year;hk;kml;kmt;Groen ejerudgift;model navn;region;Koeb eller leasing;annonce;links;type
4489097;329990.0;29000.0;2018.0;150.0;18.5;8.9;1780.0;VW Touran 1,4 TSi 150 Highline DSG 7prs 5d;Oestjylland;Koeb;discount;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-highline-dsg-7prs-5d/4489097;TSi
4668420;321900.0;6000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 Comfortline DSG 7prs 5d;Nordsjaelland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-comfortline-dsg-7prs-5d/4668420;TSi
4472735;224700.0;87000.0;2016.0;110.0;23.3;11.9;3020.0;VW Touran 1,6 TDi 110 Comfortline DSG 7prs 5d;Syd- og Vestsjaelland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-110-comfortline-dsg-7prs-5d/4472735;TDi
4670752;299800.0;9000.0;2019.0;150.0;19.0;8.9;1780.0;VW Touran 1,5 TSi 150 Comfortline 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-comfortline-7prs-5d/4670752;TSi
4635765;324900.0;6000.0;2020.0;150.0;20.0;8.9;1160.0;VW Touran 1,5 TSi 150 Comfortline DSG 7prs 5d;Koebenhavn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-comfortline-dsg-7prs-5d/4635765;TSi
4619276;32900.0;279000.0;2004.0;140.0;14.9;10.2;8100.0;VW Touran 2,0 TDi 140 Highline DSG 5d;Koebenhavn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-140-highline-dsg-5d/4619276;TDi
4534071;149800.0;149000.0;2013.0;105.0;21.7;12.8;3880.0;VW Touran 1,6 TDi 105 Comfortline BMT 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-105-comfortline-bmt-5d/4534071;TDi
4499308;323980.0;30000.0;2018.0;150.0;18.5;8.9;1780.0;VW Touran 1,4 TSi 150 Highline DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-highline-dsg-7prs-5d/4499308;TSi
4668875;379900.0;59000.0;2017.0;190.0;21.3;8.2;3880.0;VW Touran 2,0 TDi 190 R-line DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-190-r-line-dsg-7prs-5d/4668875;TDi
4693809;324880.0;10000.0;2020.0;150.0;20.0;8.9;1160.0;VW Touran 1,5 TSi 150 Comfortline DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-comfortline-dsg-7prs-5d/4693809;TSi
4552456;224900.0;68000.0;2017.0;110.0;18.2;11.3;1280.0;VW Touran 1,2 TSi 110 Trendline 7prs 5d;Syd- og Vestsjaelland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/12-tsi-110-trendline-7prs-5d/4552456;TSi
4548439;79900.0;162000.0;2007.0;105.0;17.0;13.2;6380.0;VW Touran 1,9 TDi 105 Trendline 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/19-tdi-105-trendline-7prs-5d/4548439;TDi
4602086;269800.0;122000.0;2018.0;150.0;21.3;9.3;4380.0;VW Touran 2,0 TDi 150 Comfortline DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-comfortline-dsg-7prs-5d/4602086;TDi
4618476;317500.0;46000.0;2018.0;150.0;18.5;8.9;1780.0;VW Touran 1,4 TSi 150 Highline DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-highline-dsg-7prs-5d/4618476;TSi
4585050;209900.0;91000.0;2014.0;105.0;21.7;12.8;3880.0;VW Touran 1,6 TDi 105 Comfortline DSG BMT 7p 5d;Syd- og Vestsjaelland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-105-comfortline-dsg-bmt-7p-5d/4585050;TDi
4634797;299995.0;98000.0;2017.0;150.0;20.8;9.3;4380.0;VW Touran 2,0 TDi 150 Sound DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-sound-dsg-7prs-5d/4634797;TDi
4667295;224800.0;89000.0;2017.0;115.0;21.7;11.4;3880.0;VW Touran 1,6 TDi 115 Comfortline 7prs 5d;Vestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-comfortline-7prs-5d/4667295;TDi
4568771;237800.0;145000.0;2016.0;150.0;17.5;8.9;1880.0;VW Touran 1,4 TSi 150 Comfortline 7prs 5d;Fyn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-7prs-5d/4568771;TSi
4667210;199900.0;130000.0;2016.0;110.0;22.7;11.9;3020.0;VW Touran 1,6 TDi 110 Comfortline 7prs 5d;Vestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-110-comfortline-7prs-5d/4667210;TDi
4568584;289800.0;26000.0;2019.0;115.0;26.2;11.9;3260.0;VW Touran 1,6 TDi 115 Comfortline DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-comfortline-dsg-7prs-5d/4568584;TDi
4593074;289800.0;116000.0;2016.0;150.0;21.3;9.3;3880.0;VW Touran 2,0 TDi 150 Highline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-highline-dsg-7prs-5d/4593074;TDi
4533169;124900.0;278000.0;2013.0;140.0;19.2;9.9;4680.0;VW Touran 2,0 TDi 140 Match DSG BMT 7prs 5d;Lolland-Falster;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-140-match-dsg-bmt-7prs-5d/4533169;TDi
4613354;308980.0;34000.0;2017.0;150.0;18.5;8.9;1280.0;VW Touran 1,4 TSi 150 Highline DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-highline-dsg-7prs-5d/4613354;TSi
4651090;314900.0;16000.0;2019.0;115.0;26.2;11.9;3260.0;VW Touran 1,6 TDi 115 IQ.Drive DSG 7prs 5d;Fyn;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-iqdrive-dsg-7prs-5d/4651090;TDi
4643812;340000.0;65000.0;2016.0;190.0;21.3;8.2;3880.0;VW Touran 2,0 TDi 190 Highline DSG 7prs 5d;Nordjylland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-190-highline-dsg-7prs-5d/4643812;TDi
4585278;349900.0;8000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 Highline DSG 7prs 5d;Fyn;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-highline-dsg-7prs-5d/4585278;TSi
4659888;319900.0;11000.0;2019.0;115.0;26.2;11.9;3260.0;VW Touran 1,6 TDi 115 IQ.Drive DSG 7prs 5d;Oestjylland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-iqdrive-dsg-7prs-5d/4659888;TDi
4659809;319900.0;12000.0;2019.0;115.0;26.2;11.9;3260.0;VW Touran 1,6 TDi 115 IQ.Drive DSG 7prs 5d;Oestjylland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-iqdrive-dsg-7prs-5d/4659809;TDi
4577207;334900.0;11000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 Highline DSG 7prs 5d;Oestjylland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-highline-dsg-7prs-5d/4577207;TSi
4558579;334900.0;8000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 Highline DSG 7prs 5d;Oestjylland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-highline-dsg-7prs-5d/4558579;TSi
4577180;334900.0;9000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 Highline DSG 7prs 5d;Oestjylland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-highline-dsg-7prs-5d/4577180;TSi
4667764;49990.0;262000.0;2007.0;105.0;16.7;13.2;6380.0;VW Touran 1,9 TDi 105 Trendline 7prs 5d;Oestjylland;Koeb;discount;www.bilbasen.dk/brugt/bil/vw/touran/19-tdi-105-trendline-7prs-5d/4667764;TDi
4643303;299900.0;31000.0;2017.0;150.0;18.5;8.9;1280.0;VW Touran 1,4 TSi 150 Highline DSG 7prs 5d;Nordjylland;Koeb;discount;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-highline-dsg-7prs-5d/4643303;TSi
4651425;329800.0;91000.0;2017.0;180.0;16.4;8.3;3020.0;VW Touran 1,8 TSi 180 R-line DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/18-tsi-180-r-line-dsg-7prs-5d/4651425;TSi
4406911;319900.0;17000.0;2018.0;150.0;18.5;8.9;1780.0;VW Touran 1,4 TSi 150 Highline DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-highline-dsg-7prs-5d/4406911;TSi
4584561;279900.0;73000.0;2017.0;150.0;21.3;9.3;3880.0;VW Touran 2,0 TDi 150 Highline DSG 7prs 5d;Fyn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-highline-dsg-7prs-5d/4584561;TDi
4470250;259900.0;123000.0;2016.0;150.0;21.3;9.3;3880.0;VW Touran 2,0 TDi 150 Comfortline DSG 7prs 5d;Fyn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-comfortline-dsg-7prs-5d/4470250;TDi
4666651;299800.0;75000.0;2016.0;190.0;21.3;8.2;3880.0;VW Touran 2,0 TDi 190 Highline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-190-highline-dsg-7prs-5d/4666651;TDi
4633929;37900.0;267000.0;2006.0;90.0;16.8;14.9;7380.0;VW Touran 1,9 TDi 90 5d;Koebenhavn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/19-tdi-90-5d/4633929;TDi
4600754;469900.0;4000.0;2020.0;150.0;20.0;8.9;1160.0;VW Touran 1,5 TSi 150 R-line DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-r-line-dsg-7prs-5d/4600754;TSi
4622342;317980.0;18000.0;2019.0;115.0;26.2;11.9;3260.0;VW Touran 1,6 TDi 115 IQ.Drive DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-iqdrive-dsg-7prs-5d/4622342;TDi
4633817;299900.0;36000.0;2018.0;150.0;18.5;8.9;1780.0;VW Touran 1,4 TSi 150 Comfortline DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-dsg-7prs-5d/4633817;TSi
4629567;319980.0;14000.0;2019.0;115.0;26.2;11.9;3260.0;VW Touran 1,6 TDi 115 IQ.Drive DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-iqdrive-dsg-7prs-5d/4629567;TDi
4623100;319980.0;12000.0;2019.0;115.0;26.2;11.9;3260.0;VW Touran 1,6 TDi 115 IQ.Drive DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-iqdrive-dsg-7prs-5d/4623100;TDi
4622734;347980.0;11000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 Highline DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-highline-dsg-7prs-5d/4622734;TSi
4643033;244900.0;135000.0;2017.0;150.0;21.3;9.3;3880.0;VW Touran 2,0 TDi 150 Highline DSG 7prs 5d;Koebenhavn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-highline-dsg-7prs-5d/4643033;TDi
4617164;254700.0;77000.0;2017.0;150.0;18.5;8.9;1280.0;VW Touran 1,4 TSi 150 Comfortline DSG 7prs 5d;Vestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-dsg-7prs-5d/4617164;TSi
4650677;339000.0;46000.0;2018.0;150.0;18.5;8.9;1280.0;VW Touran 1,4 TSi 150 R-line DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-r-line-dsg-7prs-5d/4650677;TSi
4609018;239800.0;129000.0;2016.0;150.0;21.3;9.3;3880.0;VW Touran 2,0 TDi 150 Comfortline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-comfortline-dsg-7prs-5d/4609018;TDi
4500952;349900.0;97000.0;2017.0;150.0;21.3;9.3;4380.0;VW Touran 2,0 TDi 150 Highline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-highline-dsg-7prs-5d/4500952;TDi
4679007;219995.0;122000.0;2017.0;115.0;23.3;11.9;3020.0;VW Touran 1,6 TDi 115 Comfortline DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-comfortline-dsg-7prs-5d/4679007;TDi
4650449;312000.0;53000.0;2018.0;150.0;18.5;8.9;1780.0;VW Touran 1,4 TSi 150 Highline DSG 7prs 5d;Syd- og Vestsjaelland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-highline-dsg-7prs-5d/4650449;TSi
4635110;259900.0;148000.0;2018.0;150.0;21.3;9.3;4380.0;VW Touran 2,0 TDi 150 Highline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-highline-dsg-7prs-5d/4635110;TDi
4650351;369000.0;57000.0;2018.0;150.0;18.5;8.9;1780.0;VW Touran 1,4 TSi 150 R-line DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-r-line-dsg-7prs-5d/4650351;TSi
4617794;324900.0;7000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 Comfortline DSG 7prs 5d;Koebenhavn;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-comfortline-dsg-7prs-5d/4617794;TSi
4517230;449900.0;11000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 R-line DSG 7prs 5d;Nordsjaelland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-r-line-dsg-7prs-5d/4517230;TSi
4687921;284900.0;10000.0;2019.0;115.0;26.2;11.9;3260.0;VW Touran 1,6 TDi 115 Comfort Connect DSG 7p 5d;Nordjylland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-comfort-connect-dsg-7p-5d/4687921;TDi
4592705;314900.0;5000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 Comfortline DSG 7prs 5d;Koebenhavn;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-comfortline-dsg-7prs-5d/4592705;TSi
4560497;349900.0;10000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 Highline DSG 7prs 5d;Oestjylland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-highline-dsg-7prs-5d/4560497;TSi
4575599;359000.0;5000.0;2020.0;150.0;20.0;8.9;1160.0;VW Touran 1,5 TSi 150 Highline DSG 7prs 5d;Nordjylland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-highline-dsg-7prs-5d/4575599;TSi
4562817;334900.0;11000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 Highline DSG 7prs 5d;Nordsjaelland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-highline-dsg-7prs-5d/4562817;TSi
4671553;359900.0;9000.0;2020.0;150.0;22.4;9.3;4380.0;VW Touran 2,0 TDi 150 IQ.Drive DSG 7prs 5d;Nordsjaelland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-iqdrive-dsg-7prs-5d/4671553;TDi
4493186;209900.0;120000.0;2017.0;115.0;21.7;11.4;3880.0;VW Touran 1,6 TDi 115 Comfortline 7prs 5d;Oestjylland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-comfortline-7prs-5d/4493186;TDi
4659705;269900.0;60000.0;2016.0;150.0;18.5;8.9;1280.0;VW Touran 1,4 TSi 150 Comfortline DSG 7prs 5d;Vestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-dsg-7prs-5d/4659705;TSi
4553288;289800.0;105000.0;2016.0;190.0;21.3;8.2;3880.0;VW Touran 2,0 TDi 190 Highline DSG 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-190-highline-dsg-5d/4553288;TDi
4559911;329000.0;34000.0;2018.0;150.0;18.5;8.9;1780.0;VW Touran 1,4 TSi 150 Comfortline DSG 7prs 5d;Nordjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-dsg-7prs-5d/4559911;TSi
4453319;249900.0;120000.0;2016.0;110.0;23.3;11.9;3020.0;VW Touran 1,6 TDi 110 Comfortline DSG 7prs 5d;Fyn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-110-comfortline-dsg-7prs-5d/4453319;TDi
4465802;179800.0;121000.0;2015.0;105.0;21.7;12.8;3880.0;VW Touran 1,6 TDi 105 Comfortline BMT 7prs 5d;Vestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-105-comfortline-bmt-7prs-5d/4465802;TDi
4616023;159800.0;138000.0;2011.0;170.0;17.5;8.9;5540.0;VW Touran 2,0 TDi 170 Highline DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-170-highline-dsg-7prs-5d/4616023;TDi
4649540;299900.0;119000.0;2016.0;190.0;21.3;8.2;3880.0;VW Touran 2,0 TDi 190 Highline DSG 7prs 5d;Vestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-190-highline-dsg-7prs-5d/4649540;TDi
4566756;59900.0;186000.0;2006.0;105.0;17.0;13.2;6380.0;VW Touran 1,9 TDi 105 Trendline 7prs 5d;Koebenhavn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/19-tdi-105-trendline-7prs-5d/4566756;TDi
4632379;254800.0;108000.0;2016.0;110.0;23.3;11.9;3020.0;VW Touran 1,6 TDi 110 Highline DSG 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-110-highline-dsg-5d/4632379;TDi
4665151;254800.0;98000.0;2017.0;115.0;23.3;11.9;3520.0;VW Touran 1,6 TDi 115 Comfortline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-comfortline-dsg-7prs-5d/4665151;TDi
4672125;249900.0;44000.0;2017.0;150.0;17.5;8.9;1880.0;VW Touran 1,4 TSi 150 Comfortline 7prs 5d;Nordsjaelland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-7prs-5d/4672125;TSi
4530868;259900.0;123000.0;2016.0;150.0;21.3;9.3;3880.0;VW Touran 2,0 TDi 150 Highline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-highline-dsg-7prs-5d/4530868;TDi
4664546;369900.0;25000.0;2019.0;150.0;17.9;8.9;2380.0;VW Touran 1,5 TSi 150 R-line DSG 7prs 5d;Syd- og Vestsjaelland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-r-line-dsg-7prs-5d/4664546;TSi
4603837;234900.0;110000.0;2016.0;150.0;21.3;9.3;3880.0;VW Touran 2,0 TDi 150 Comfortline DSG 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-comfortline-dsg-5d/4603837;TDi
4671711;224800.0;155000.0;2018.0;115.0;22.7;11.4;3520.0;VW Touran 1,6 TDi 115 Comfortline DSG 7prs 5d;Vestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-comfortline-dsg-7prs-5d/4671711;TDi
4631695;269900.0;24000.0;2018.0;115.0;21.7;11.4;4380.0;VW Touran 1,6 TDi 115 Comfortline 7prs 5d;Fyn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-comfortline-7prs-5d/4631695;TDi
4656665;269900.0;38000.0;2016.0;150.0;18.5;8.9;1280.0;VW Touran 1,4 TSi 150 Comfortline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-comfortline-dsg-7prs-5d/4656665;TSi
4514798;267900.0;19000.0;2018.0;110.0;18.2;11.3;1780.0;VW Touran 1,2 TSi 110 Comfortline 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/12-tsi-110-comfortline-7prs-5d/4514798;TSi
4648442;234000.0;38000.0;2016.0;110.0;18.5;11.3;1280.0;VW Touran 1,2 TSi 110 Comfortline 7prs 5d;Fyn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/12-tsi-110-comfortline-7prs-5d/4648442;TSi
4575710;429000.0;4000.0;2020.0;150.0;20.0;8.9;1160.0;VW Touran 1,5 TSi 150 R-line DSG 7prs 5d;Nordjylland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-r-line-dsg-7prs-5d/4575710;TSi
4393113;309900.0;15000.0;2019.0;115.0;23.8;11.9;3520.0;VW Touran 1,6 TDi 115 IQ.Drive DSG 7prs 5d;Koebenhavn;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-iqdrive-dsg-7prs-5d/4393113;TDi
4681519;314900.0;7000.0;2020.0;150.0;20.0;8.9;1160.0;VW Touran 1,5 TSi 150 Comfortline DSG 7prs 5d;Syd- og Vestsjaelland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-comfortline-dsg-7prs-5d/4681519;TSi
4500237;189900.0;169000.0;2016.0;110.0;23.3;11.9;3020.0;VW Touran 1,6 TDi 110 Comfortline DSG 7prs 5d;Syd- og Soenderjylland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-110-comfortline-dsg-7prs-5d/4500237;TDi
4653901;344900.0;15000.0;2020.0;150.0;20.0;8.9;1160.0;VW Touran 1,5 TSi 150 Highline DSG 7prs 5d;Syd- og Vestsjaelland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-highline-dsg-7prs-5d/4653901;TSi
4672543;309900.0;37000.0;2018.0;150.0;18.5;8.9;1780.0;VW Touran 1,4 TSi 150 Highline DSG 7prs 5d;Koebenhavn;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/14-tsi-150-highline-dsg-7prs-5d/4672543;TSi
4548697;269000.0;12000.0;2019.0;115.0;19.6;11.3;1780.0;VW Touran 1,0 TSi 115 Trendline 7prs 5d;Nordjylland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/10-tsi-115-trendline-7prs-5d/4548697;TSi
4574486;334900.0;10000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 Highline DSG 7prs 5d;Nordsjaelland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-highline-dsg-7prs-5d/4574486;TSi
4621960;334900.0;8000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 Highline DSG 7prs 5d;Nordsjaelland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-highline-dsg-7prs-5d/4621960;TSi
4620991;334900.0;9000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 Highline DSG 7prs 5d;Nordsjaelland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-highline-dsg-7prs-5d/4620991;TSi
4589066;334900.0;9000.0;2019.0;150.0;19.3;8.9;1780.0;VW Touran 1,5 TSi 150 Highline DSG 7prs 5d;Nordsjaelland;Koeb;exclusive;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-highline-dsg-7prs-5d/4589066;TSi
4639605;318700.0;8000.0;2019.0;150.0;17.9;8.9;2380.0;VW Touran 1,5 TSi 150 Comfortline DSG 5d;Fyn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/15-tsi-150-comfortline-dsg-5d/4639605;TSi
4038700;249500.0;84000.0;2017.0;150.0;21.7;9.3;3880.0;VW Touran 2,0 TDi 150 Highline 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-highline-7prs-5d/4038700;TDi
4614501;329700.0;84000.0;2018.0;150.0;21.3;9.3;4380.0;VW Touran 2,0 TDi 150 Highline DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-highline-dsg-7prs-5d/4614501;TDi
4467737;259800.0;63000.0;2017.0;115.0;23.3;11.9;3020.0;VW Touran 1,6 TDi 115 Comfortline DSG 7prs 5d;Oestjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-115-comfortline-dsg-7prs-5d/4467737;TDi
4648054;149900.0;157000.0;2012.0;105.0;21.7;12.8;3880.0;VW Touran 1,6 TDi 105 Comfortline BMT 7prs 5d;Fyn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-105-comfortline-bmt-7prs-5d/4648054;TDi
4618215;229800.0;83000.0;2016.0;150.0;22.7;9.3;3020.0;VW Touran 2,0 TDi 150 Comfortline 7prs 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-150-comfortline-7prs-5d/4618215;TDi
4606436;89900.0;261000.0;2011.0;105.0;21.7;12.8;3880.0;VW Touran 1,6 TDi 105 Comfortline BMT 7prs 5d;Koebenhavn;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/16-tdi-105-comfortline-bmt-7prs-5d/4606436;TDi
4334283;319900.0;120000.0;2017.0;190.0;21.3;8.2;4380.0;VW Touran 2,0 TDi 190 Highline DSG 5d;Syd- og Soenderjylland;Koeb;plus;www.bilbasen.dk/brugt/bil/vw/touran/20-tdi-190-highline-dsg-5d/4334283;TDi
